label_scheme,label,cache_budget,sink_size,metric,mean,documents,tokens,ci_low,ci_high
coarse_category,content,512,16,delta_ce,0.2770758380600959,16,429,0.1099227515965301,0.4846924745406803
coarse_category,content,512,16,kl_full_to_compact,0.23115275940036042,16,429,0.13600953623518244,0.353481668027544
coarse_category,content,512,16,top1_changed,0.22294417725844934,16,429,0.18343215806287294,0.26689619615695925
coarse_category,function,512,16,delta_ce,0.02205864412720504,16,273,-0.04118675058662234,0.08579203274226505
coarse_category,function,512,16,kl_full_to_compact,0.1109227012774284,16,273,0.07913991892947636,0.15383024188040936
coarse_category,function,512,16,top1_changed,0.15397095197581467,16,273,0.10331936612364244,0.2085347469103011
coarse_category,other,512,16,delta_ce,-0.0008142380593692475,16,83,-0.11544178232679236,0.11814816024406438
coarse_category,other,512,16,kl_full_to_compact,0.12924270319266132,16,83,0.06312442437252704,0.2359623844339572
coarse_category,other,512,16,top1_changed,0.08871753246753247,16,83,0.03068181818181818,0.15791396103896105
coarse_category,special,512,16,delta_ce,0.1120857456036438,16,239,0.003055994588820458,0.2916962900399171
coarse_category,special,512,16,kl_full_to_compact,0.17120634573862054,16,239,0.09715725224542356,0.29605069434007497
coarse_category,special,512,16,top1_changed,0.16985197741885116,16,239,0.12703252040017537,0.21360991848084582
coarse_category,content,2048,0,delta_ce,0.12542822144707416,16,429,0.03397122217732768,0.23986407916389768
coarse_category,content,2048,0,kl_full_to_compact,0.12592215274341606,16,429,0.0648203019438256,0.21752675206614058
coarse_category,content,2048,0,top1_changed,0.1861675600287912,16,429,0.1489628972228091,0.22464246266379667
coarse_category,function,2048,0,delta_ce,-0.030287976400176456,16,273,-0.0592576530598154,-0.0023963611561727952
coarse_category,function,2048,0,kl_full_to_compact,0.04640821465000117,16,273,0.03397525175107621,0.061453479932677926
coarse_category,function,2048,0,top1_changed,0.10878995146729702,16,273,0.06653233306667589,0.15969425238603405
coarse_category,other,2048,0,delta_ce,0.01085853780319775,16,83,-0.09030704849079842,0.10943422754109157
coarse_category,other,2048,0,kl_full_to_compact,0.06166929796350548,16,83,0.030742232412633762,0.10897467182706708
coarse_category,other,2048,0,top1_changed,0.05267857142857143,16,83,0.0125,0.09955357142857142
coarse_category,special,2048,0,delta_ce,0.08204804645266207,16,239,-0.0201867625022429,0.2550530464338091
coarse_category,special,2048,0,kl_full_to_compact,0.12148004144646955,16,239,0.04963200706237272,0.24169369882154648
coarse_category,special,2048,0,top1_changed,0.1325238794828678,16,239,0.08430677158495521,0.18233026165011457
coarse_category,content,2048,4,delta_ce,0.12120368098897527,16,429,0.0291270520506187,0.23870897892072201
coarse_category,content,2048,4,kl_full_to_compact,0.12544976971450647,16,429,0.06555222796571883,0.21518775647318472
coarse_category,content,2048,4,top1_changed,0.19881021873416072,16,429,0.159910035424979,0.23754521342254614
coarse_category,function,2048,4,delta_ce,-0.020535287637167617,16,273,-0.049778051272219355,0.00739852351149606
coarse_category,function,2048,4,kl_full_to_compact,0.04607124264468366,16,273,0.03381639594928326,0.06161098801768369
coarse_category,function,2048,4,top1_changed,0.09709981868341422,16,273,0.05727331022869674,0.14776377509670915
coarse_category,other,2048,4,delta_ce,0.009045254867189614,16,83,-0.09405978422474853,0.11289556431119856
coarse_category,other,2048,4,kl_full_to_compact,0.06388346847646746,16,83,0.03292502577445821,0.11196919784011637
coarse_category,other,2048,4,top1_changed,0.05267857142857143,16,83,0.0125,0.10223214285714285
coarse_category,special,2048,4,delta_ce,0.07704262029025656,16,239,-0.024807340413813255,0.25249412212893174
coarse_category,special,2048,4,kl_full_to_compact,0.1207832552436135,16,239,0.04868976134248889,0.23732292968855775
coarse_category,special,2048,4,top1_changed,0.1328672860762744,16,239,0.08598702659201994,0.18474861029810002
coarse_category,content,2048,16,delta_ce,0.12295645363851809,16,429,0.028748610231916032,0.2388142579362082
coarse_category,content,2048,16,kl_full_to_compact,0.12752769571027722,16,429,0.06725969365414405,0.21844905449828883
coarse_category,content,2048,16,top1_changed,0.19744417403978018,16,429,0.15904443784126532,0.2349105246326164
coarse_category,function,2048,16,delta_ce,-0.01979290021449317,16,273,-0.053023948076707655,0.010006933811417937
coarse_category,function,2048,16,kl_full_to_compact,0.04628186201691447,16,273,0.034494104719131106,0.06113270801671546
coarse_category,function,2048,16,top1_changed,0.11059503421667323,16,273,0.06657390546679198,0.156739405583531
coarse_category,other,2048,16,delta_ce,0.004832868980175924,16,83,-0.08860998660956669,0.1023357586219115
coarse_category,other,2048,16,kl_full_to_compact,0.06300025394027353,16,83,0.031688918310507935,0.11031086201226137
coarse_category,other,2048,16,top1_changed,0.05267857142857143,16,83,0.008928571428571428,0.10178571428571428
coarse_category,special,2048,16,delta_ce,0.07916141841944681,16,239,-0.022888324523413384,0.2662470288736976
coarse_category,special,2048,16,kl_full_to_compact,0.1198009468010389,16,239,0.048038696615494224,0.2391099807957223
coarse_category,special,2048,16,top1_changed,0.1354408154880391,16,239,0.0857409691619092,0.18761790854162178
coarse_category,content,8192,0,delta_ce,-0.016491311992975318,16,429,-0.06864309467059383,0.03652259697045346
coarse_category,content,8192,0,kl_full_to_compact,0.039612279153535976,16,429,0.02475193537106522,0.058949002919243806
coarse_category,content,8192,0,top1_changed,0.12082431594200296,16,429,0.08174098808367411,0.1640777251884588
coarse_category,function,8192,0,delta_ce,-0.005034595717512251,16,273,-0.02557842861887303,0.015773251938403066
coarse_category,function,8192,0,kl_full_to_compact,0.025746266720611383,16,273,0.017562731526434915,0.037259722367921806
coarse_category,function,8192,0,top1_changed,0.06665853771832032,16,273,0.03852113381410257,0.09729965771321068
coarse_category,other,8192,0,delta_ce,0.027628833349282164,16,83,-0.027152687362663325,0.0852603433836007
coarse_category,other,8192,0,kl_full_to_compact,0.024074977460577122,16,83,0.012090801266888766,0.037865751420992404
coarse_category,other,8192,0,top1_changed,0.04375,16,83,0.0,0.090625
coarse_category,special,8192,0,delta_ce,0.00034570226540665654,16,239,-0.02873914767797965,0.030730515157308062
coarse_category,special,8192,0,kl_full_to_compact,0.02440597202219917,16,239,0.018144277029953693,0.03155176654217497
coarse_category,special,8192,0,top1_changed,0.09948743063759544,16,239,0.057791992543038434,0.14848206149446955
coarse_category,content,8192,4,delta_ce,-0.01725679216503787,16,429,-0.06812599926167835,0.03573400187745204
coarse_category,content,8192,4,kl_full_to_compact,0.039848099551879124,16,429,0.02465905975221319,0.05969471839164346
coarse_category,content,8192,4,top1_changed,0.11302879963765514,16,429,0.07318656434145565,0.1578896880484356
coarse_category,function,8192,4,delta_ce,0.002052531368855211,16,273,-0.01846542061651878,0.020609297421613684
coarse_category,function,8192,4,kl_full_to_compact,0.025846521284950682,16,273,0.017734730734572296,0.036536650006921044
coarse_category,function,8192,4,top1_changed,0.0659290890269151,16,273,0.04011869716183575,0.09160308564095926
coarse_category,other,8192,4,delta_ce,0.02566312543248548,16,83,-0.022016453210536066,0.08225671645447337
coarse_category,other,8192,4,kl_full_to_compact,0.02198827213919695,16,83,0.012555111234464313,0.032941393440049274
coarse_category,other,8192,4,top1_changed,0.028125,16,83,0.0,0.071875
coarse_category,special,8192,4,delta_ce,-0.0018576776396283627,16,239,-0.03334403400739092,0.030065696123820217
coarse_category,special,8192,4,kl_full_to_compact,0.02401705344418608,16,239,0.018041569812257865,0.030720178608047936
coarse_category,special,8192,4,top1_changed,0.09301165067043617,16,239,0.051403538426865,0.13836939595964381
coarse_category,content,8192,16,delta_ce,-0.013892610209244944,16,429,-0.06985068451124392,0.037786554629712116
coarse_category,content,8192,16,kl_full_to_compact,0.03956402195668837,16,429,0.024608377730140178,0.06034382417490756
coarse_category,content,8192,16,top1_changed,0.12617460053528323,16,429,0.08609756286667143,0.16960772776936156
coarse_category,function,8192,16,delta_ce,-0.004990121791198444,16,273,-0.025874831354322364,0.015523442904284526
coarse_category,function,8192,16,kl_full_to_compact,0.025101312324796378,16,273,0.017107179412384144,0.03563513111357838
coarse_category,function,8192,16,top1_changed,0.06207729468599034,16,273,0.030815972222222224,0.10082389794685985
coarse_category,other,8192,16,delta_ce,0.03269336862521772,16,83,-0.01708076266313307,0.08571891864110777
coarse_category,other,8192,16,kl_full_to_compact,0.020466176426082124,16,83,0.011273158098786264,0.031529518816058304
coarse_category,other,8192,16,top1_changed,0.04375,16,83,0.0,0.090625
coarse_category,special,8192,16,delta_ce,-0.002293864192323354,16,239,-0.03145287196018412,0.027408427029422873
coarse_category,special,8192,16,kl_full_to_compact,0.024247046828762598,16,239,0.017934454693805973,0.03160729164085317
coarse_category,special,8192,16,top1_changed,0.09179743902423923,16,239,0.05214743255972813,0.13430961817474557
fine_category,adjective,128,0,delta_ce,0.18111943815982126,14,66,-0.053155672519476095,0.45075761121659713
fine_category,adjective,128,0,kl_full_to_compact,0.22637953306362188,14,66,0.17223468682925508,0.29447637795342596
fine_category,adjective,128,0,top1_changed,0.28656462585034015,14,66,0.1828146258503401,0.38639455782312926
fine_category,adposition,128,0,delta_ce,0.16873310323012808,16,94,0.0151109406505947,0.31809691653583677
fine_category,adposition,128,0,kl_full_to_compact,0.1958305498410692,16,94,0.14631798631712173,0.2527157098162187
fine_category,adposition,128,0,top1_changed,0.20510912698412698,16,94,0.09077380952380952,0.34231150793650766
fine_category,adverb,128,0,delta_ce,0.5542449771123233,11,31,0.24345835877340782,0.9290256443843031
fine_category,adverb,128,0,kl_full_to_compact,0.303162616811989,11,31,0.19151924993014705,0.4338949752455069
fine_category,adverb,128,0,top1_changed,0.37878787878787873,11,31,0.19386363636363638,0.5696969696969697
fine_category,auxiliary,128,0,delta_ce,-0.033410612527965275,14,52,-0.16334445591787905,0.11636747050878331
fine_category,auxiliary,128,0,kl_full_to_compact,0.18504180695582814,14,52,0.14548852152661515,0.22375253180418872
fine_category,auxiliary,128,0,top1_changed,0.21437074829931974,14,52,0.09948767006802721,0.3620748299319728
fine_category,common_noun,128,0,delta_ce,0.5491032029515921,16,168,0.31987666121861275,0.7926946924315676
fine_category,common_noun,128,0,kl_full_to_compact,0.49156184170480555,16,168,0.32142212026223255,0.7256565097633785
fine_category,common_noun,128,0,top1_changed,0.38155737719882454,16,168,0.3043223714790327,0.4659272292948279
fine_category,coordinating_conjunction,128,0,delta_ce,-0.01228098654084735,15,37,-0.23642396491020917,0.23178701906568439
fine_category,coordinating_conjunction,128,0,kl_full_to_compact,0.2186506926806437,15,37,0.14255570768999556,0.31978173701816953
fine_category,coordinating_conjunction,128,0,top1_changed,0.31111111111111106,15,37,0.13333333333333333,0.5002777777777764
fine_category,determiner,128,0,delta_ce,0.2105218721398463,16,65,0.09800629481157687,0.3393169633756458
fine_category,determiner,128,0,kl_full_to_compact,0.23905455548360588,16,65,0.18275048620882442,0.3085054812163192
fine_category,determiner,128,0,top1_changed,0.21063988095238095,16,65,0.11694940476190477,0.303422619047619
fine_category,interjection,128,0,delta_ce,0.21909427642822266,2,2,-0.05986213684082031,0.4980506896972656
fine_category,interjection,128,0,kl_full_to_compact,0.15750501304864883,2,2,0.08122926950454712,0.23378075659275055
fine_category,interjection,128,0,top1_changed,0.5,2,2,0.0,1.0
fine_category,negation,128,0,delta_ce,-0.12931277910247446,10,14,-0.30842486895853655,0.04325546162901434
fine_category,negation,128,0,kl_full_to_compact,0.13855343973264098,10,14,0.07170088853454218,0.24932606799760823
fine_category,negation,128,0,top1_changed,0.3,10,14,0.0,0.6
fine_category,number,128,0,delta_ce,0.23835507378551282,6,19,0.048035794077441095,0.445896425180965
fine_category,number,128,0,kl_full_to_compact,0.27285828004306595,6,19,0.06064439081561027,0.658673013250033
fine_category,number,128,0,top1_changed,0.16666666666666666,6,19,0.0,0.3333333333333333
fine_category,other,128,0,delta_ce,0.1678896753890888,16,81,-0.04005381707126141,0.3893834560223915
fine_category,other,128,0,kl_full_to_compact,0.28145522069411644,16,81,0.14917599580405697,0.4781516976036915
fine_category,other,128,0,top1_changed,0.14717261904761905,16,81,0.053125000000000006,0.25685267857142857
fine_category,particle,128,0,delta_ce,0.201742941306697,9,12,-0.042383225344949295,0.47113222146613726
fine_category,particle,128,0,kl_full_to_compact,0.34269494087331825,9,12,0.08986167037445637,0.7891937700307202
fine_category,particle,128,0,top1_changed,0.2222222222222222,9,12,0.0,0.5555555555555556
fine_category,pronoun,128,0,delta_ce,0.17098670334402744,15,101,0.07787179788603446,0.28234951544611714
fine_category,pronoun,128,0,kl_full_to_compact,0.20835568504157123,15,101,0.16685128122239137,0.2568164404856137
fine_category,pronoun,128,0,top1_changed,0.24962807345160284,15,101,0.15142915499533147,0.34336943666355424
fine_category,proper_noun,128,0,delta_ce,2.3496593950425475,13,41,0.5979195972936971,4.216738385002932
fine_category,proper_noun,128,0,kl_full_to_compact,1.5489004270541191,13,41,0.655028264127474,2.584347641056179
fine_category,proper_noun,128,0,top1_changed,0.4507326007326007,13,41,0.24995879120879122,0.6423260073260072
fine_category,punctuation,128,0,delta_ce,0.3122944616439146,16,105,0.16696106940337888,0.48822208245632226
fine_category,punctuation,128,0,kl_full_to_compact,0.32648402855312086,16,105,0.23945010275707257,0.4417894017761379
fine_category,punctuation,128,0,top1_changed,0.23876488095238094,16,105,0.17104352678571427,0.30402529761904756
fine_category,question_word,128,0,delta_ce,0.10671996223655614,11,19,-0.128251624124294,0.3911400202746418
fine_category,question_word,128,0,kl_full_to_compact,0.17834338300974306,11,19,0.11063819699497385,0.255036304768697
fine_category,question_word,128,0,top1_changed,0.37121212121212116,11,19,0.1212121212121212,0.6212121212121212
fine_category,subordinating_conjunction,128,0,delta_ce,0.3493469645812487,8,13,0.06609992540907116,0.6290973508342479
fine_category,subordinating_conjunction,128,0,kl_full_to_compact,0.2776690537090568,8,13,0.18422250034297274,0.383849932043813
fine_category,subordinating_conjunction,128,0,top1_changed,0.375,8,13,0.125,0.75
fine_category,verb,128,0,delta_ce,0.5815349458556298,16,104,0.297905894785495,0.9706329183883883
fine_category,verb,128,0,kl_full_to_compact,0.30485195180623453,16,104,0.17558984226561733,0.5242244760419463
fine_category,verb,128,0,top1_changed,0.35132575757575757,16,104,0.23975852272727274,0.4770170454545454
fine_category,adjective,128,4,delta_ce,0.1991394744892953,14,66,-0.05195555515765119,0.4717288532307635
fine_category,adjective,128,4,kl_full_to_compact,0.23115238969748422,14,66,0.1723822906641741,0.3032352794849528
fine_category,adjective,128,4,top1_changed,0.30697278911564624,14,66,0.2060969387755102,0.4057950680272108
fine_category,adposition,128,4,delta_ce,0.15162886782296878,16,94,-0.006059257395816671,0.2992698682203158
fine_category,adposition,128,4,kl_full_to_compact,0.1950705977561204,16,94,0.14587100158320868,0.24803005367498665
fine_category,adposition,128,4,top1_changed,0.1929563492063492,16,94,0.09617435515873016,0.2986111111111111
fine_category,adverb,128,4,delta_ce,0.5463944117679741,11,31,0.22827880097722467,0.916905599121343
fine_category,adverb,128,4,kl_full_to_compact,0.3178605539734814,11,31,0.2104522170101568,0.44178386461071734
fine_category,adverb,128,4,top1_changed,0.3606060606060606,11,31,0.18181818181818182,0.5606060606060607
fine_category,auxiliary,128,4,delta_ce,-0.02111678723575306,14,52,-0.1673246913305705,0.13221337354710308
fine_category,auxiliary,128,4,kl_full_to_compact,0.1879448410844253,14,52,0.14764031025536714,0.2277814880381005
fine_category,auxiliary,128,4,top1_changed,0.3000850340136054,14,52,0.14659651360544218,0.46428571428571436
fine_category,common_noun,128,4,delta_ce,0.5682867133469355,16,168,0.3344958280563973,0.8051080140552188
fine_category,common_noun,128,4,kl_full_to_compact,0.5028566417737427,16,168,0.3272819127344066,0.737510867476207
fine_category,common_noun,128,4,top1_changed,0.40384712144580565,16,168,0.3271238205325376,0.4860274621212121
fine_category,coordinating_conjunction,128,4,delta_ce,-0.022847719821665023,15,37,-0.23353776365104648,0.2238858672438396
fine_category,coordinating_conjunction,128,4,kl_full_to_compact,0.22119493652135133,15,37,0.142363927668064,0.3168725851773181
fine_category,coordinating_conjunction,128,4,top1_changed,0.24444444444444444,15,37,0.07777777777777777,0.4113888888888874
fine_category,determiner,128,4,delta_ce,0.1902559873337547,16,65,0.07570961340596634,0.3171043978020593
fine_category,determiner,128,4,kl_full_to_compact,0.23869392560334832,16,65,0.18522894391631348,0.30466293689130997
fine_category,determiner,128,4,top1_changed,0.18251488095238094,16,65,0.09136532738095238,0.2760695684523808
fine_category,interjection,128,4,delta_ce,0.19769930839538574,2,2,-0.09502935409545898,0.49042797088623047
fine_category,interjection,128,4,kl_full_to_compact,0.17108043283224106,2,2,0.0919342190027237,0.2502266466617584
fine_category,interjection,128,4,top1_changed,0.0,2,2,0.0,0.0
fine_category,negation,128,4,delta_ce,-0.16081607197411357,10,14,-0.3401167279295623,-0.0006032965308990115
fine_category,negation,128,4,kl_full_to_compact,0.14964723912999034,10,14,0.07716652812901885,0.2621788544254377
fine_category,negation,128,4,top1_changed,0.3,10,14,0.0,0.6
fine_category,number,128,4,delta_ce,0.2372533492407658,6,19,0.02905029058456421,0.45550435902292125
fine_category,number,128,4,kl_full_to_compact,0.27778199152865757,6,19,0.0641865414644902,0.6629818491637707
fine_category,number,128,4,top1_changed,0.19444444444444442,6,19,0.0,0.4166666666666667
fine_category,other,128,4,delta_ce,0.1477672460212835,16,81,-0.045520449294120524,0.35279076593699377
fine_category,other,128,4,kl_full_to_compact,0.27275531559273425,16,81,0.14612944109311987,0.4636090051165333
fine_category,other,128,4,top1_changed,0.1478670634920635,16,81,0.058333333333333334,0.2503038194444444
fine_category,particle,128,4,delta_ce,0.22284917905926704,9,12,-0.029462112062093284,0.5123650220533212
fine_category,particle,128,4,kl_full_to_compact,0.3304411673711406,9,12,0.09246981135155592,0.75436339692937
fine_category,particle,128,4,top1_changed,0.2222222222222222,9,12,0.0,0.5555555555555556
fine_category,pronoun,128,4,delta_ce,0.19131318469774158,15,101,0.08486284090164287,0.32115062175923
fine_category,pronoun,128,4,kl_full_to_compact,0.21905567046300672,15,101,0.16978414501868946,0.27143097356994444
fine_category,pronoun,128,4,top1_changed,0.2051836290071584,15,101,0.12285056800497977,0.28309500466853416
fine_category,proper_noun,128,4,delta_ce,2.359601489397835,13,41,0.755778737689431,4.198714376840544
fine_category,proper_noun,128,4,kl_full_to_compact,1.5513645145140638,13,41,0.6274260151213429,2.5991199947138406
fine_category,proper_noun,128,4,top1_changed,0.46172161172161175,13,41,0.26666666666666666,0.6489056776556777
fine_category,punctuation,128,4,delta_ce,0.2873226964314069,16,105,0.12979682157756686,0.4744322383812154
fine_category,punctuation,128,4,kl_full_to_compact,0.32656575126364634,16,105,0.23608264271582666,0.43979524455625474
fine_category,punctuation,128,4,top1_changed,0.23293650793650794,16,105,0.164281994047619,0.30737041170634916
fine_category,question_word,128,4,delta_ce,0.10772570284704366,11,19,-0.13175595901539605,0.38765782631905465
fine_category,question_word,128,4,kl_full_to_compact,0.20207997364923358,11,19,0.12424162483922291,0.28375044294146146
fine_category,question_word,128,4,top1_changed,0.3484848484848485,11,19,0.09090909090909091,0.6064393939393918
fine_category,subordinating_conjunction,128,4,delta_ce,0.3325172657690322,8,13,0.059600750615936705,0.6167377386552592
fine_category,subordinating_conjunction,128,4,kl_full_to_compact,0.2994105533483283,8,13,0.1899605676725817,0.4320159264374524
fine_category,subordinating_conjunction,128,4,top1_changed,0.41666666666666663,8,13,0.125,0.75
fine_category,verb,128,4,delta_ce,0.5943805353838163,16,104,0.3146713022852198,0.9839368216895581
fine_category,verb,128,4,kl_full_to_compact,0.3124584459175507,16,104,0.17979528689198662,0.5318832781362883
fine_category,verb,128,4,top1_changed,0.3502367424242424,16,104,0.2344661458333333,0.4738293087121211
fine_category,adjective,128,16,delta_ce,0.22540450465155065,14,66,-0.017235796818064995,0.48480213347758266
fine_category,adjective,128,16,kl_full_to_compact,0.25516558353302904,14,66,0.1895534946474963,0.3343844715645111
fine_category,adjective,128,16,top1_changed,0.28401360544217685,14,66,0.18060374149659864,0.4051062925170068
fine_category,adposition,128,16,delta_ce,0.1796583374515259,16,94,0.048153930557254206,0.3115588860956233
fine_category,adposition,128,16,kl_full_to_compact,0.21008149193279219,16,94,0.1613130724277451,0.26502019475801575
fine_category,adposition,128,16,top1_changed,0.20337301587301587,16,94,0.10615079365079366,0.31077008928571426
fine_category,adverb,128,16,delta_ce,0.5112431534897592,11,31,0.18763602982402186,0.8664645683441388
fine_category,adverb,128,16,kl_full_to_compact,0.3244862992990283,11,31,0.21647009140354137,0.4625848269284697
fine_category,adverb,128,16,top1_changed,0.4151515151515151,11,31,0.21204545454545454,0.6181818181818182
fine_category,auxiliary,128,16,delta_ce,0.0001906220059917918,14,52,-0.16941991371919915,0.1822997895977616
fine_category,auxiliary,128,16,kl_full_to_compact,0.20867970266686683,14,52,0.1600785760064039,0.253558199122282
fine_category,auxiliary,128,16,top1_changed,0.3000850340136054,14,52,0.15721088435374148,0.4702551020408163
fine_category,common_noun,128,16,delta_ce,0.5627676191919249,16,168,0.36191206551841154,0.7745007720950087
fine_category,common_noun,128,16,kl_full_to_compact,0.5228719566609532,16,168,0.3565265320275654,0.7299946804429237
fine_category,common_noun,128,16,top1_changed,0.4219748270735113,16,168,0.34373871605368317,0.5029612650233535
fine_category,coordinating_conjunction,128,16,delta_ce,0.12935924579699834,15,37,-0.11774047741045553,0.41142197064641406
fine_category,coordinating_conjunction,128,16,kl_full_to_compact,0.2883339035842154,15,37,0.1546988668323805,0.4647239430621265
fine_category,coordinating_conjunction,128,16,top1_changed,0.31111111111111106,15,37,0.13333333333333333,0.5111111111111111
fine_category,determiner,128,16,delta_ce,0.17745312376036532,16,65,0.04908687365496353,0.3128252394913164
fine_category,determiner,128,16,kl_full_to_compact,0.26533740917206855,16,65,0.21234705394739214,0.32970214913489354
